Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.6428847122761,15.0336787501808,15.4193658960742,15.8076540556035,..
United States,USA,"Population ages 0-14, total",SP.POP.0014.TO,61658695,61458968,61317961,61209886,..
United States,USA,"Population ages 15-64, total",SP.POP.1564.TO,212117999,213042866,213693536,214240052,..
United States,USA,"Population ages 65 and above, total",SP.POP.65UP.TO,46965980,48569508,50135624,51717496,..
Uruguay,URY,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,21.0852316040198,20.9417635842575,20.7770319914125,20.6079810743386,..
Uruguay,URY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.4317175013313,64.4669053064298,64.5227418284307,64.5774993948021,..
Uruguay,URY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.4830508946489,14.5913311093128,14.7002261801567,14.8145195308593,..
Uruguay,URY,"Population ages 0-14, total",SP.POP.0014.TO,719430,717074,714033,710831,..
Uruguay,URY,"Population ages 15-64, total",SP.POP.1564.TO,2198416,2207432,2217418,2227471,..
Uruguay,URY,"Population ages 65 and above, total",SP.POP.65UP.TO,494163,499626,505195,510997,..
Uzbekistan,UZB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,28.3548548723152,28.388549352738,28.5183238873478,28.6860574147675,..
Uzbekistan,UZB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.586509564298,67.4698238021159,67.2169165092944,66.8948047070961,..
Uzbekistan,UZB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.05863556338683,4.14162684514612,4.26475960335778,4.4191378781364,..
Uzbekistan,UZB,"Population ages 0-14, total",SP.POP.0014.TO,8874758,9041157,9236686,9453605,..
Uzbekistan,UZB,"Population ages 15-64, total",SP.POP.1564.TO,21153834,21487722,21770618,22045450,..
Uzbekistan,UZB,"Population ages 65 and above, total",SP.POP.65UP.TO,1270308,1319021,1381296,1456345,..
Vanuatu,VUT,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.0720318666322,38.8959149211368,38.8623866064236,38.8482301489682,..
Vanuatu,VUT,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,57.2031866632243,57.3994898142493,57.4638366431999,57.5116167828345,..
Vanuatu,VUT,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.72478147014347,3.70459526461395,3.67377675037652,3.64015306819735,..
Vanuatu,VUT,"Population ages 0-14, total",SP.POP.0014.TO,105936,108259,110956,113701,..
Vanuatu,VUT,"Population ages 15-64, total",SP.POP.1564.TO,155095,159760,164065,168325,..
Vanuatu,VUT,"Population ages 65 and above, total",SP.POP.65UP.TO,10099,10311,10489,10654,..
"Venezuela, RB",VEN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,28.3803986785511,28.2171520091869,27.9706197612419,27.6666505810652,..
"Venezuela, RB",VEN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.2547157288874,65.1392077150525,65.0856982015533,65.0663627988088,..
"Venezuela, RB",VEN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.36488559256154,6.6436402757606,6.94368203720475,7.26698662012597,..
"Venezuela, RB",VEN,"Population ages 0-14, total",SP.POP.0014.TO,8537343,8421742,8220680,7987416,..
"Venezuela, RB",VEN,"Population ages 15-64, total",SP.POP.1564.TO,19629812,19441565,19128953,18784786,..
"Venezuela, RB",VEN,"Population ages 65 and above, total",SP.POP.65UP.TO,1914674,1982873,2040777,2097993,..
Vietnam,VNM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.029828865123,23.0369679453175,23.0975510865422,23.1726768317012,..
Vietnam,VNM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,70.3118125996983,70.1383404701017,69.8714209653194,69.5523448704195,..
Vietnam,VNM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.65835853517865,6.82469158458086,7.03102794813837,7.2749782978793,..
Vietnam,VNM,"Population ages 0-14, total",SP.POP.0014.TO,21343372,21571523,21849508,22139267,..
Vietnam,VNM,"Population ages 15-64, total",SP.POP.1564.TO,65162932,65676647,66096018,66450585,..
Vietnam,VNM,"Population ages 65 and above, total",SP.POP.65UP.TO,6170772,6390554,6651116,6950543,..
Virgin Islands (U.S.),VIR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,20.2871624840412,20.1049267897172,19.9167549713129,19.7134123041651,..
Virgin Islands (U.S.),VIR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.2191733836392,61.7646778270616,61.3607507326899,60.998280473825,..
Virgin Islands (U.S.),VIR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,17.4936641323196,18.1303953832213,18.7224942959972,19.2883072220099,..
Virgin Islands (U.S.),VIR,"Population ages 0-14, total",SP.POP.0014.TO,21851,21615,21364,21089,..
Virgin Islands (U.S.),VIR,"Population ages 15-64, total",SP.POP.1564.TO,67016,66403,65820,65254,..
Virgin Islands (U.S.),VIR,"Population ages 65 and above, total",SP.POP.65UP.TO,18842,19492,20083,20634,..
West Bank and Gaza,PSE,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.9030859102978,39.5869924718281,39.2627316957879,38.9473612779327,..
West Bank and Gaza,PSE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,57.0805750992567,57.3576457604472,57.6431883286811,57.9193329849872,..
West Bank and Gaza,PSE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.01633899044548,3.05536176772468,3.09407997553098,3.13330573708009,..
West Bank and Gaza,PSE,"Population ages 0-14, total",SP.POP.0014.TO,1703898,1728799,1749078,1779539,..
West Bank and Gaza,PSE,"Population ages 15-64, total",SP.POP.1564.TO,2437393,2504859,2567892,2646385,..
West Bank and Gaza,PSE,"Population ages 65 and above, total",SP.POP.65UP.TO,128800,133430,137835,143163,..
"Yemen, Rep.",YEM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.6918490752226,40.3641933247861,40.0013953746205,39.6148902740523,..
"Yemen, Rep.",YEM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.512237635232,56.8101547220192,57.1469676163513,57.5088399699032,..
"Yemen, Rep.",YEM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.79591328954544,2.8256519531947,2.85163700902815,2.87626975604452,..
"Yemen, Rep.",YEM,"Population ages 0-14, total",SP.POP.0014.TO,10782481,10966229,11134317,11289724,..
"Yemen, Rep.",YEM,"Population ages 15-64, total",SP.POP.1564.TO,14974550,15434302,15906756,16389264,..
"Yemen, Rep.",YEM,"Population ages 65 and above, total",SP.POP.65UP.TO,740858,767679,793748,819699,..
Zambia,ZMB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,46.1845158630753,45.8383246377386,45.4113688120858,44.9361411568244,..
Zambia,ZMB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.7587640963638,52.0909700137954,52.5038242573589,52.9641808172429,..
Zambia,ZMB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.05672004056083,2.07070534846608,2.08480693055531,2.09967802593266,..
Zambia,ZMB,"Population ages 0-14, total",SP.POP.0014.TO,7333806,7500757,7653490,7797239,..
Zambia,ZMB,"Population ages 15-64, total",SP.POP.1564.TO,8218961,8523910,8848831,9190250,..
Zambia,ZMB,"Population ages 65 and above, total",SP.POP.65UP.TO,326594,338840,351367,364332,..
Zimbabwe,ZWE,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,42.5523479494093,42.665087516467,42.5978683807469,42.4010662380439,..
Zimbabwe,ZWE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.6034569585618,54.4731339552859,54.50594050052,54.659410108955,..
Zimbabwe,ZWE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.84419509202889,2.86177852824712,2.8961911187331,2.93952365300113,..
Zimbabwe,ZWE,"Population ages 0-14, total",SP.POP.0014.TO,5878449,5986078,6064550,6122298,..
Zimbabwe,ZWE,"Population ages 15-64, total",SP.POP.1564.TO,7543265,7642793,7759872,7892282,..
Zimbabwe,ZWE,"Population ages 65 and above, total",SP.POP.65UP.TO,392915,401519,412323,424438,..
Arab World,ARB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,32.9849017698703,32.9659851825617,32.8888127446091,32.7804361810202,..
Arab World,ARB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.714050957459,62.6594558750604,62.6496277437421,62.6616873953689,..
Arab World,ARB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.30104727267074,4.37455894237797,4.46155951164889,4.55787642361103,..
Arab World,ARB,"Population ages 0-14, total",SP.POP.0014.TO,130629538,133190635,135468682,137609185,..
Arab World,ARB,"Population ages 15-64, total",SP.POP.1564.TO,248365376,253159511,258053167,263047867,..
Arab World,ARB,"Population ages 65 and above, total",SP.POP.65UP.TO,17033363,17674286,18377118,19133535,..
Caribbean small states,CSS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.5267419229711,24.250236064671,23.9754354405203,23.7129242507539,..
Caribbean small states,CSS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.2026328532558,67.3113898597688,67.4127657231561,67.4904170002725,..
Caribbean small states,CSS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.27062522377309,8.43837407556018,8.61179883632361,8.79665874897365,..
Caribbean small states,CSS,"Population ages 0-14, total",SP.POP.0014.TO,1741356,1733031,1724190,1715606,..
Caribbean small states,CSS,"Population ages 15-64, total",SP.POP.1564.TO,4771270,4810378,4847980,4882863,..
Caribbean small states,CSS,"Population ages 65 and above, total",SP.POP.65UP.TO,587200,603044,619315,636430,..
Central Europe and the Baltics,CEB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,14.9453674208227,14.9109310610778,14.9951785323286,15.1356421360653,..
Central Europe and the Baltics,CEB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.0963287269288,67.6251085768643,67.0400856525815,66.4042393677876,..
Central Europe and the Baltics,CEB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,16.9583038522485,17.4639603620579,17.9647358150899,18.4601184961471,..
Central Europe and the Baltics,CEB,"Population ages 0-14, total",SP.POP.0014.TO,15432250,15357415,15405876,15515837,..
Central Europe and the Baltics,CEB,"Population ages 15-64, total",SP.POP.1564.TO,70314737,69650037,68876217,68072261,..
Central Europe and the Baltics,CEB,"Population ages 65 and above, total",SP.POP.65UP.TO,17510764,17986892,18456766,18923822,..
Early-demographic dividend,EAR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,29.9106318956948,29.5635482143517,29.227207364508,28.8975707496211,..
Early-demographic dividend,EAR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.6853415804345,64.9027921169744,65.1008002882595,65.2846235663376,..
Early-demographic dividend,EAR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.40402652387068,5.53365966867386,5.6719923472324,5.8178056840413,..
Early-demographic dividend,EAR,"Population ages 0-14, total",SP.POP.0014.TO,934061752,935728364,937371651,938922707,..
Early-demographic dividend,EAR,"Population ages 15-64, total",SP.POP.1564.TO,2020020964,2054265718,2087905404,2121189215,..
Early-demographic dividend,EAR,"Population ages 65 and above, total",SP.POP.65UP.TO,168759205,175148201,181911487,189028683,..
East Asia & Pacific,EAS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,20.1068863857966,20.0031455172457,19.888505714385,19.7675470402693,..
East Asia & Pacific,EAS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,70.3886287481491,70.1169632436927,69.8110137431796,69.4880949556083,..
East Asia & Pacific,EAS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.50448486605439,9.87989123906165,10.3004805424354,10.7443580041224,..
East Asia & Pacific,EAS,"Population ages 0-14, total",SP.POP.0014.TO,458968950,459732769,460217976,460190074,..
East Asia & Pacific,EAS,"Population ages 15-64, total",SP.POP.1564.TO,1606722909,1611499837,1615419674,1617688404,..
East Asia & Pacific,EAS,"Population ages 65 and above, total",SP.POP.65UP.TO,216953702,227069775,238352062,250129513,..
East Asia & Pacific (excluding high income),EAP,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,20.8506472916563,20.74467943216,20.6254995426617,20.4988123856016,..
East Asia & Pacific (excluding high income),EAP,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,70.8850721292205,70.6244364825692,70.3242862152197,70.0049497407552,..
East Asia & Pacific (excluding high income),EAP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.26428057912316,8.63088408527088,9.05021424211851,9.49623787364322,..
East Asia & Pacific (excluding high income),EAP,"Population ages 0-14, total",SP.POP.0014.TO,424949888,425883933,426538990,426685588,..
East Asia & Pacific (excluding high income),EAP,"Population ages 15-64, total",SP.POP.1564.TO,1444684332,1449904922,1454318711,1457162628,..
East Asia & Pacific (excluding high income),EAP,"Population ages 65 and above, total",SP.POP.65UP.TO,168431467,177190247,187160036,197665493,..
East Asia & Pacific (IDA & IBRD countries),TEA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,20.8497956367703,20.7452187212371,20.6276493506852,20.5024995139321,..
East Asia & Pacific (IDA & IBRD countries),TEA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,70.9041377880609,70.6368507516785,70.3278822114815,69.9992529215217,..
East Asia & Pacific (IDA & IBRD countries),TEA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.2460665751688,8.61793052708437,9.04446843783323,9.49824756454622,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 0-14, total",SP.POP.0014.TO,419681753,420644858,421337840,421523985,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 15-64, total",SP.POP.1564.TO,1427216523,1432283191,1436508707,1439159366,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 65 and above, total",SP.POP.65UP.TO,165983578,174743309,184741205,195280540,..
Euro area,EMU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,15.2048363813537,15.1483944815335,15.1046710128592,15.0681169063958,..
Euro area,EMU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.9613844621727,64.7518865989259,64.5424634004338,64.3315954996938,..
Euro area,EMU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,19.8337791564736,20.0997189195406,20.3528655867071,20.6002875939103,..
Euro area,EMU,"Population ages 0-14, total",SP.POP.0014.TO,51625509,51597995,51531755,51500288,..
Euro area,EMU,"Population ages 15-64, total",SP.POP.1564.TO,220565645,220555883,220195884,219874568,..
Euro area,EMU,"Population ages 65 and above, total",SP.POP.65UP.TO,67342322,68463044,69436723,70408316,..
Europe & Central Asia,ECS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,17.7863127221754,17.8616542421278,17.9424473520136,18.0150568463075,..
Europe & Central Asia,ECS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.628975983793,66.3027759322671,65.968358580713,65.6360525492978,..
Europe & Central Asia,ECS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,15.5847112940316,15.8355698256051,16.0891940672734,16.3488906043948,..
Europe & Central Asia,ECS,"Population ages 0-14, total",SP.POP.0014.TO,161017495,162467506,163846979,165114948,..
Europe & Central Asia,ECS,"Population ages 15-64, total",SP.POP.1564.TO,603184649,603082262,602410364,601579751,..
Europe & Central Asia,ECS,"Population ages 65 and above, total",SP.POP.65UP.TO,141086645,144038481,146923425,149843891,..
Europe & Central Asia (excluding high income),ECA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,20.4998619897349,20.7071750705058,20.8889925239076,21.0390865541104,..
Europe & Central Asia (excluding high income),ECA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.179472506265,67.7618493643514,67.3341615324019,66.9139360505531,..
Europe & Central Asia (excluding high income),ECA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,11.3206655040001,11.5309755651429,11.7768459436904,12.0469773953365,..
Europe & Central Asia (excluding high income),ECA,"Population ages 0-14, total",SP.POP.0014.TO,83853154,85219345,86455412,87512492,..
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, total",SP.POP.1564.TO,278883040,278870514,278682786,278329827,..
Europe & Central Asia (excluding high income),ECA,"Population ages 65 and above, total",SP.POP.65UP.TO,46306337,47455153,48742038,50109639,..
Europe & Central Asia (IDA & IBRD countries),TEC,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,19.9682436362692,20.1538099415274,20.330140782434,20.4843891459536,..
Europe & Central Asia (IDA & IBRD countries),TEC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.2659420249909,67.8385447071236,67.3891566734222,66.9400119353542,..
Europe & Central Asia (IDA & IBRD countries),TEC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,11.7658143387398,12.007645351349,12.2807025441438,12.5755989186922,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 0-14, total",SP.POP.0014.TO,90103214,91435708,92701294,93822579,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 15-64, total",SP.POP.1564.TO,308038149,307776322,307280801,306598579,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 65 and above, total",SP.POP.65UP.TO,53091184,54477418,55997498,57598747,..
European Union,EUU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,15.5142281418749,15.4738168264308,15.467369645256,15.4757007918995,..
European Union,EUU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.405882724468,65.1430573178195,64.8678004120167,64.5897775244725,..
European Union,EUU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,19.0798891336571,19.3831258557497,19.6648299427273,19.9345216836279,..
European Union,EUU,"Population ages 0-14, total",SP.POP.0014.TO,79078748,79105018,79222491,79423364,..
European Union,EUU,"Population ages 15-64, total",SP.POP.1564.TO,333385282,333023379,332247100,331483370,..
European Union,EUU,"Population ages 65 and above, total",SP.POP.65UP.TO,97253551,99090130,100721508,102306628,..
Fragile and conflict affected situations,FCS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.9130685477715,40.7155403280434,40.489328269001,40.2373876033717,..
Fragile and conflict affected situations,FCS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.7743755086398,55.9290062237029,56.1083356268488,56.311764385006,..
Fragile and conflict affected situations,FCS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.31255594358871,3.35545344825373,3.40233610415024,3.45084801162229,..
Fragile and conflict affected situations,FCS,"Population ages 0-14, total",SP.POP.0014.TO,196652916,200078521,203345139,206538798,..
Fragile and conflict affected situations,FCS,"Population ages 15-64, total",SP.POP.1564.TO,268085333,274838377,281786780,289048690,..
Fragile and conflict affected situations,FCS,"Population ages 65 and above, total",SP.POP.65UP.TO,15922144,16488891,17087180,17713227,..
Heavily indebted poor countries (HIPC),HPC,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,43.6481540092684,43.405951444884,43.1411859843412,42.8560598715572,..
Heavily indebted poor countries (HIPC),HPC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.3853225214806,53.6055858658949,53.8500814870944,54.1155308905095,..
Heavily indebted poor countries (HIPC),HPC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.96652346925094,2.98846268922109,3.00873252856438,3.02840923793326,..
Heavily indebted poor countries (HIPC),HPC,"Population ages 0-14, total",SP.POP.0014.TO,313449797,320504010,327487425,334377724,..
Heavily indebted poor countries (HIPC),HPC,"Population ages 15-64, total",SP.POP.1564.TO,383375171,395816817,408779319,422227991,..
Heavily indebted poor countries (HIPC),HPC,"Population ages 65 and above, total",SP.POP.65UP.TO,21303448,22066426,22839473,23628692,..
High income,HIC,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.7601532679376,16.6613707341844,16.5865243511128,16.5234666898609,..
High income,HIC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.2868746939341,66.0495840818842,65.8008341676172,65.5444893771665,..
High income,HIC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,16.9529720381283,17.2890451839313,17.6126414812699,17.9320439329727,..
High income,HIC,"Population ages 0-14, total",SP.POP.0014.TO,199534288,199527883,199639284,199851611,..
High income,HIC,"Population ages 15-64, total",SP.POP.1564.TO,789163685,790975358,791994220,792761708,..
High income,HIC,"Population ages 65 and above, total",SP.POP.65UP.TO,201829849,207044583,211989869,216888374,..
IBRD only,IBD,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.1453870973401,23.9560515795626,23.7688554136813,23.581225518679,..
IBRD only,IBD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.2388310935492,68.1658923118183,68.0588825484791,67.9349943423006,..
IBRD only,IBD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.61578180911063,7.8780561086191,8.17226203783955,8.48378013902042,..
IBRD only,IBD,"Population ages 0-14, total",SP.POP.0014.TO,1121236077,1122964816,1124513460,1125343492,..
IBRD only,IBD,"Population ages 15-64, total",SP.POP.1564.TO,3168797378,3195347051,3219891230,3241994519,..
IBRD only,IBD,"Population ages 65 and above, total",SP.POP.65UP.TO,353653030,369292066,386632780,404863045,..
IDA & IBRD total,IBT,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.9704426640468,27.8093509016726,27.6471049841176,27.4829217419585,..
IDA & IBRD total,IBT,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.4388613753137,65.4068967878367,65.3541193923602,65.2922575171917,..
IDA & IBRD total,IBT,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.59069596063942,6.78375231049072,6.99877562352225,7.22482074084979,..
IDA & IBRD total,IBT,"Population ages 0-14, total",SP.POP.0014.TO,1727323078,1739224374,1750887103,1761779598,..
IDA & IBRD total,IBT,"Population ages 15-64, total",SP.POP.1564.TO,4041196519,4090612184,4138866782,4185529046,..
IDA & IBRD total,IBT,"Population ages 65 and above, total",SP.POP.65UP.TO,407010406,424262591,443231430,463143690,..
IDA blend,IDB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.2216932753363,39.0820426648764,38.9232381332795,38.7439381447917,..
IDA blend,IDB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,57.3369192278789,57.4569478548647,57.5974391574188,57.7572014724765,..
IDA blend,IDB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.4413874967848,3.46100948025886,3.47932270930166,3.4988603827318,..
IDA blend,IDB,"Population ages 0-14, total",SP.POP.0014.TO,203701240,207653732,211530065,215322916,..
IDA blend,IDB,"Population ages 15-64, total",SP.POP.1564.TO,297784225,305284702,313015840,320990834,..
IDA blend,IDB,"Population ages 65 and above, total",SP.POP.65UP.TO,17873142,18389303,18908533,19445231,..
IDA only,IDX,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.7423958634092,39.4724368026526,39.1918904979583,38.9021881180137,..
IDA only,IDX,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.7529362319877,56.9937172268109,57.2473768958184,57.5102192911601,..
IDA only,IDX,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.50466790460306,3.53384597053647,3.56073260622329,3.58759259082614,..
IDA only,IDX,"Population ages 0-14, total",SP.POP.0014.TO,402385761,408605826,414843578,421113190,..
IDA only,IDX,"Population ages 15-64, total",SP.POP.1564.TO,574614916,589980431,605959712,622543693,..
IDA only,IDX,"Population ages 65 and above, total",SP.POP.65UP.TO,35484234,36581222,37690117,38835414,..
IDA total,IDA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.5658560487185,39.3400219498993,39.1007512513639,38.8485035306461,..
IDA total,IDA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.95093073449,57.1508369411437,57.3661341262695,57.59400531792,..
IDA total,IDA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.48321321679148,3.50914110895705,3.53311462236658,3.55749115143391,..
IDA total,IDA,"Population ages 0-14, total",SP.POP.0014.TO,606087001,616259558,626373643,636436106,..
IDA total,IDA,"Population ages 15-64, total",SP.POP.1564.TO,872399141,895265133,918975552,943534527,..
IDA total,IDA,"Population ages 65 and above, total",SP.POP.65UP.TO,53357376,54970525,56598650,58280645,..
Late-demographic dividend,LTE,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,19.2123390458902,19.1480409233207,19.0835576210465,19.0157536118667,..
Late-demographic dividend,LTE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,71.3628541441111,71.0383102082367,70.6618555753484,70.2609934017877,..
Late-demographic dividend,LTE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.42480680999872,9.8136488684426,10.2545868036051,10.7232529863456,..
Late-demographic dividend,LTE,"Population ages 0-14, total",SP.POP.0014.TO,431918054,433159130,434402712,435207078,..
Late-demographic dividend,LTE,"Population ages 15-64, total",SP.POP.1564.TO,1604328611,1606999525,1608489478,1608039440,..
Late-demographic dividend,LTE,"Population ages 65 and above, total",SP.POP.65UP.TO,211881761,222000339,233427141,245419442,..
Latin America & Caribbean,LCN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.6479252085787,25.279994688249,24.9122118701025,24.5536012826226,..
Latin America & Caribbean,LCN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.6116504422812,66.7621458586199,66.8961741725323,67.0080926456052,..
Latin America & Caribbean,LCN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.74042434914011,7.95785945313111,8.19161395736519,8.43830607177221,..
Latin America & Caribbean,LCN,"Population ages 0-14, total",SP.POP.0014.TO,159699911,158989077,158202961,157394451,..
Latin America & Caribbean,LCN,"Population ages 15-64, total",SP.POP.1564.TO,414765506,419875558,424818670,429537882,..
Latin America & Caribbean,LCN,"Population ages 65 and above, total",SP.POP.65UP.TO,48196689,50047981,52020173,54091560,..
Latin America & Caribbean (excluding high income),LAC,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.8757397264,25.5020899572126,25.1289771923739,24.7649039681473,..
Latin America & Caribbean (excluding high income),LAC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.5688224129356,66.7286371316902,66.8717243375742,66.9923932114571,..
Latin America & Caribbean (excluding high income),LAC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.55543786066445,7.76927291109717,7.99929847005197,8.24270282039559,..
Latin America & Caribbean (excluding high income),LAC,"Population ages 0-14, total",SP.POP.0014.TO,153015058,152331119,151573631,150803978,..
Latin America & Caribbean (excluding high income),LAC,"Population ages 15-64, total",SP.POP.1564.TO,393651827,398588819,403358636,407945026,..
Latin America & Caribbean (excluding high income),LAC,"Population ages 65 and above, total",SP.POP.65UP.TO,44678752,46408041,48250381,50193307,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.8639239048303,25.4895582944562,25.1162426963184,24.7522577173464,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.5679017984228,66.7282541967632,66.8713922380026,66.9915330457314,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.56817429674694,7.7821875087807,8.01236506567902,8.25620923692216,..
